,nu,score
0,0.12878787878787878,0.2808347970482961
1,0.6633333333333333,2.743863417417094
2,0.30696969696969695,2.743863417417094
3,0.029797979797979796,0.2824293235431549
4,0.08919191919191918,0.28178600781442825
5,0.5445454545454546,2.743863417417094
6,0.23767676767676768,2.743863417417094
7,0.19808080808080808,2.743863417417094
8,0.1485858585858586,1.3522540788836837
9,0.24757575757575756,2.743863417417094
10,0.36636363636363634,2.743863417417094
11,0.24757575757575756,2.743863417417094
12,0.33666666666666667,2.743863417417094
13,0.891010101010101,2.743863417417094
14,0.4851515151515151,2.743863417417094
15,0.8217171717171717,2.743863417417094
16,0.21787878787878787,2.743863417417094
17,0.36636363636363634,2.743863417417094
18,0.1782828282828283,2.2458996696521933
19,0.8019191919191919,2.743863417417094
20,0.891010101010101,2.743863417417094
21,0.891010101010101,2.743863417417094
22,0.39606060606060606,2.743863417417094
23,0.7722222222222221,2.743863417417094
24,0.6732323232323232,2.743863417417094
25,0.891010101010101,2.743863417417094
26,0.7821212121212121,2.743863417417094
27,0.32676767676767676,2.743863417417094
28,0.5742424242424242,2.743863417417094
29,0.5247474747474747,2.743863417417094
30,0.9405050505050505,2.743863417417094
31,0.039696969696969696,0.2818200683116692
32,0.36636363636363634,2.743863417417094
33,0.6534343434343434,2.743863417417094
34,0.11888888888888888,0.281216915793729
35,0.47525252525252526,2.743863417417094
36,0.8019191919191919,2.743863417417094
37,0.9009090909090909,2.743863417417094
38,0.9702020202020202,2.743863417417094
39,0.6039393939393939,2.743863417417094
40,0.8811111111111111,2.743863417417094
41,0.5445454545454546,2.743863417417094
42,0.8613131313131313,2.743863417417094
43,0.7128282828282828,2.743863417417094
44,0.07929292929292929,0.28186168664904565
45,0.21787878787878787,2.743863417417094
46,0.5049494949494949,2.743863417417094
47,0.6633333333333333,2.743863417417094
48,0.40595959595959596,2.743863417417094
49,0.594040404040404,2.743863417417094
