,C,score
0,0.702929292929293,0.5182807151683666
1,0.8811111111111111,0.5184532977695083
2,0.25747474747474747,0.5185519175999935
3,0.9108080808080807,0.518995451214264
4,0.5247474747474747,0.5189965021093242
5,0.8217171717171717,0.5182168266805914
6,0.4257575757575757,0.5193264218316599
7,0.30696969696969695,0.5193318049681585
8,0.40595959595959596,0.519232518136019
9,0.6237373737373737,0.5181330320972543
10,0.6237373737373737,0.5193899969733747
11,0.2871717171717172,0.5191089717940702
12,0.7623232323232323,0.5179559440271365
13,0.2772727272727273,0.5189772099975772
14,0.7425252525252525,0.51806132064891
