,C,score
0,0.6831313131313131,0.31148507739396586
1,0.7623232323232323,0.3136473800801631
2,0.10898989898989898,0.3133088297788676
3,0.1782828282828283,0.31234929086753205
4,0.495050505050505,0.3114401698489219
5,0.039696969696969696,0.3148994251490141
6,0.36636363636363634,0.3130988946848632
7,0.4257575757575757,0.312248236146868
8,0.9207070707070707,0.3141949970685032
9,0.21787878787878787,0.3133055586308169
10,0.5742424242424242,0.313170171779865
11,0.38616161616161615,0.3129962638522355
12,0.33666666666666667,0.3132565018549803
13,0.2772727272727273,0.31209238991329186
14,0.16838383838383839,0.31244680500571986
