,n_neighbors,score
0,1,10.315264325728235
1,2,4.419009358783154
2,3,1.9787734480713572
3,4,1.3476527226321278
4,5,1.0307998396924793
5,6,0.7651534617514167
6,7,0.7710587211184191
7,8,0.7217885432505581
8,9,0.5409966423068423
9,10,0.5404688197193023
10,11,0.5017695997066718
11,12,0.46269511887037523
12,13,0.462880216210378
13,14,0.4636349568391252
14,15,0.419022525209471
15,16,0.4206272104806071
16,17,0.42119606093793244
17,18,0.4217805719425098
18,19,0.4235120982241784
19,20,0.42340346223986786
20,21,0.4240193621762259
21,22,0.4230269703264129
22,23,0.4275906320044039
23,24,0.4293257277772691
