,C,score
0,0.08919191919191918,0.28208281836285753
1,0.8712121212121212,0.28238580169709976
2,0.7623232323232323,0.28224042864462406
3,0.36636363636363634,0.2815019174521182
4,0.45545454545454545,0.2823828535100524
5,0.891010101010101,0.2817023840345357
6,0.5643434343434344,0.28182850018028444
7,0.8118181818181818,0.28119721667733105
8,0.0198989898989899,0.28148307581805326
9,0.029797979797979796,0.2817870570089779
10,0.44555555555555554,0.28126793887824886
11,0.4851515151515151,0.2819754273442858
12,0.36636363636363634,0.2821901681339844
13,0.5643434343434344,0.28243121926835263
14,0.8613131313131313,0.28176883440256606
