,n_neighbors,score
0,1,4.872974051624045
1,2,2.5911168806909814
2,3,1.9895395774177846
3,4,1.7638252941823946
4,5,1.6281339479536496
5,6,1.5417711010273878
6,7,1.3653876611709972
7,8,1.2782928971091654
8,9,1.2356340423037742
9,10,1.2313726191614993
10,11,1.147809554509612
11,12,1.1022981078251501
12,13,1.0585872622883876
13,14,0.9730743445886386
14,15,0.9740290615804347
15,16,0.84489248674766
16,17,0.7566370619588358
17,18,0.7133957139453537
18,19,0.7149240245842402
19,20,0.7150157411252501
20,21,0.6713736706618144
21,22,0.6280722267455158
22,23,0.6272944632909995
23,24,0.6272390981841429
