,n_neighbors,score
0,1,5.296466098427998
1,2,2.4228165496978704
2,3,1.8310193878744385
3,4,1.6426059810113431
4,5,1.4606336926561567
5,6,1.23583229380436
6,7,1.185923171191538
7,8,1.093906046521874
8,9,1.0492651029326365
9,10,0.8707904613654346
10,11,0.7408795913322233
11,12,0.6985847589371268
12,13,0.6119990868224817
13,14,0.6122384849084549
14,15,0.6149889906574005
15,16,0.6163187280007878
16,17,0.5269281606231745
17,18,0.5274420902514153
18,19,0.4837780472423769
19,20,0.48521193944963975
20,21,0.4411970447497639
21,22,0.44032116247485487
22,23,0.3990553215153882
23,24,0.4008364438926632
